riverName,riverId,outletRiverId,watershedName,lat,lon,country,parentRiverId,bboxWest,bboxSouth,bboxEast,bboxNorth,notes,validationFlag,sourceRow,wikipedia
Little Missouri River,760452845,760021611,Mississippi River,47.53589,-102.64071,United States of America,760754696,-105.11552,44.57577,-102.64071,47.84733,,,,https://en.wikipedia.org/wiki/Little_Missouri_River
Knife River,760454524,760021611,Mississippi River,47.33789,-101.4168,United States of America,760754696,-103.12138,46.89033,-101.4168,47.428,,,,https://en.wikipedia.org/wiki/Knife_River
Apple Creek,760496172,760021611,Mississippi River,46.68889,-100.76286,United States of America,760754696,-100.76833,46.40344,-99.40148,47.10311,,,,
Rosebud Creek,760509519,760021611,Mississippi River,46.27344,-106.47557,United States of America,760316370,-107.12069,45.19289,-106.30765,46.27344,,,,https://en.wikipedia.org/wiki/Rosebud_Creek_%28Montana%29
Tongue River,760514500,760021611,Mississippi River,46.41033,-105.86735,United States of America,760316370,-107.69234,44.52411,-105.46094,46.41033,,,,https://en.wikipedia.org/wiki/Tongue_River_%28Montana%29
Vermillion River,760553052,760021611,Mississippi River,42.73166,-96.89289,United States of America,760754696,-97.63368,42.73166,-96.74036,44.561,,,,https://en.wikipedia.org/wiki/Vermillion_River_%28South_Dakota%29
Pumpkin Creek,760569425,760021611,Mississippi River,46.25466,-105.75864,United States of America,760514500,-105.91685,45.41222,-105.46094,46.25466,,,,
Big Sioux River,760573035,760021611,Mississippi River,42.49011,-96.44087,United States of America,760754696,-97.63847,42.49011,-95.69607,45.50944,,,,https://en.wikipedia.org/wiki/Big_Sioux_River
Tullock Creek,760574427,760021611,Mississippi River,46.12533,-107.46857,United States of America,760635993,-107.46857,45.52855,-107.10341,46.12533,,,,
Little Bighorn River,760629369,760021611,Mississippi River,45.739,-107.56947,United States of America,760635993,-107.77875,44.83744,-107.1867,45.739,,,,https://en.wikipedia.org/wiki/Little_Bighorn_River
Bighorn River,760635993,760021611,Mississippi River,46.15633,-107.47158,United States of America,760316370,-110.06268,42.51299,-107.10341,46.15633,,,,https://en.wikipedia.org/wiki/Bighorn_River
Rotten Grass Creek,760642700,760021611,Mississippi River,45.48022,-107.73226,United States of America,760635993,-107.78232,45.11677,-107.59958,45.48022,,,,
Ohio River,760645009,760021611,Mississippi River,36.98421,-89.13264,United States of America,760359050,-89.18649,34.16977,-77.88563,42.40355,,,22.0,https://en.wikipedia.org/wiki/Ohio_River
Beauvais Creek,760651018,760021611,Mississippi River,45.487,-107.73995,United States of America,760635993,-108.21181,45.37922,-107.73995,45.49733,,,,
Moreau River,760652694,760021611,Mississippi River,45.30555,-100.31409,United States of America,760754696,-103.92539,44.97055,-100.31409,45.55133,,,,https://en.wikipedia.org/wiki/Moreau_River_%28South_Dakota%29
Grand River,760710915,760021611,Mississippi River,45.55589,-100.47107,United States of America,760754696,-103.77386,45.42955,-100.47107,46.20966,,,,
Upper Mississippi,760736391,760021611,Mississippi River,38.80755,-90.11727,United States of America,760359050,-97.26228,38.73366,-85.95194,47.72589,,,23.0,
Missouri River,760754696,760021611,Mississippi River,38.80755,-90.11727,United States of America,760359050,-113.83331,37.09044,-90.11727,49.67867,,,25.0,https://en.wikipedia.org/wiki/Missouri_River
Atchafalaya,760061521,760061521,Atchafalaya,29.41488,-91.27083,United States of America,,-103.68556,29.41488,-90.81224,35.8281,,,431.0,
Red River,760104664,760061521,Atchafalaya,31.01932,-91.75005,United States of America,760061521,-103.68556,31.00754,-91.02052,35.8281,,,432.0,https://en.wikipedia.org/wiki/Red_River_of_the_South
Black,760131268,760061521,Atchafalaya,31.26543,-91.83445,United States of America,760104664,-94.19865,31.22654,-91.02052,34.81477,,,433.0,
North Fork Red River,760388958,760061521,Atchafalaya,34.3341,-99.20948,United States of America,760104664,-101.73111,34.3341,-98.86885,35.58799,,,435.0,
Pearl,760071454,760071454,Pearl,30.15088,-89.62178,United States of America,,-91.1687,30.00854,-88.86827,33.30532,,,430.0,
Panuco,770164882,770164882,Panuco,22.256,-97.785,Mexico,,-101.28556,19.57933,-97.785,23.91944,,,454.0,
Papaloapan,770197243,770197243,Papaloapan,18.79278,-95.74722,Mexico,,-97.63256,16.981,-94.94856,18.98844,,,455.0,
Soto La Marina,770206429,770206429,Soto La Marina,23.76856,-97.73022,Mexico,,-99.96878,23.30589,-97.73022,24.70356,,,453.0,
Grijalva,770274210,770274210,Grijalva,18.60944,-92.698,Mexico,,-94.191,14.95922,-89.23533,18.60944,,,457.0,
Usumacinta,770309576,770274210,Grijalva,18.39944,-92.64844,Mexico,770274210,-92.64844,14.95922,-89.23533,18.39944,,,458.0,
San Fernando,770318711,770318711,San Fernando,24.85356,-97.69644,Mexico,,-100.13478,24.39611,-97.69644,25.67467,,,452.0,
Coco,770325294,770325294,Coco,15.006,-83.12489,Nicaragua,,-86.885,13.06067,-83.12489,15.02967,,,565.0,
Coatzalcos,770374065,770374065,Coatzalcos,18.16533,-94.40467,Mexico,,-95.67689,16.70567,-93.80144,18.27278,,,456.0,
Puerco,770250781,770390434,Rio Grande,34.37333,-106.84044,United States of America,770563985,-108.335,34.37333,-106.82311,36.15867,,,279.0,
Upper Grande,770251817,770390434,Rio Grande,34.37333,-106.84044,United States of America,770563985,-107.51511,34.32922,-105.19867,38.397,,,280.0,
San Juan,770370661,770390434,Rio Grande,26.365,-98.85311,Mexico,770390434,-101.76856,24.884,-98.83056,26.36567,,,275.0,
Rio Grande,770390434,770390434,Rio Grande,25.95889,-97.14222,Mexico,,-108.335,24.884,-97.14222,38.397,,,274.0,
Middle Grande,770563985,770390434,Rio Grande,29.64967,-104.51778,Mexico,770390434,-108.335,29.64967,-104.48144,38.397,This is just a long section of the river with no tributaries,,281.0,
Conchos,770570228,770390434,Rio Grande,29.58633,-104.42311,Mexico,770390434,-107.65922,26.09022,-104.42311,29.85078,,,278.0,
Pecos,770574383,770390434,Rio Grande,29.69878,-101.37089,Mexico,770390434,-105.79244,29.69878,-101.20278,35.92156,,,277.0,
Colorado,770426741,770426741,Colorado,28.62811,-95.99422,United States of America,,-103.71444,28.62811,-95.99422,33.73956,,,444.0,
Frio,770414266,770439247,Nueces,28.43722,-98.18844,United States of America,770442368,-99.88844,28.39711,-98.05456,29.96278,,,450.0,
Nueces,770442368,770439247,Nueces,27.85944,-97.48789,United States of America,,-100.475,27.62956,-97.48789,30.05367,"sits 1 reach above the basin mouth 770439247, so the 3 reaches below it carry no name",,449.0,
San Antonio,770422585,770447552,Guadalupe,28.50867,-96.89178,United States of America,770447552,-99.52156,28.501,-96.89178,29.88956,,,448.0,
Guadalupe,770447552,770447552,Guadalupe,28.27789,-96.72467,United States of America,,-99.64233,28.27789,-96.60356,30.22089,,,447.0,
Clear Fork,770446349,770491212,Brazos,33.01589,-98.668,United States of America,770491212,-100.744,32.23067,-98.668,33.18933,,,443.0,
South Fork,770481700,770491212,Brazos,33.26711,-100.01033,United States of America,770491212,-103.55667,33.08422,-100.01033,34.61611,,,442.0,
Double Mountain Fork,770483780,770491212,Brazos,33.26711,-100.01033,United States of America,770491212,-103.52333,32.79167,-99.959,34.48356,,,441.0,
Brazos,770491212,770491212,Brazos,28.87144,-95.37967,United States of America,,-103.55667,28.87144,-95.37967,34.61611,,,439.0,
Little,770650264,770491212,Brazos,30.84222,-96.67733,United States of America,770491212,-99.09089,30.46611,-96.67733,32.47367,,,440.0,
Trinity,770504701,770504701,Trinity,29.74211,-94.71433,United States of America,,-98.64644,29.74211,-94.58689,33.67944,,,438.0,
Sabine,770573343,770573343,Sabine,29.67256,-93.83211,United States of America,,-96.34344,29.65411,-93.20844,33.27122,,,436.0,
Río Yaque del Norte,780027500,780027500,Río Yaque del Norte,19.84378,-71.69044,Dominican Republic,,-71.69044,18.981,-70.57056,19.84378,,,,
Río Barracote,780042115,780042115,Río Barracote,19.10133,-69.62689,Dominican Republic,,-70.652,18.77589,-69.62689,19.45389,Outlet arm of the Yuna into Samaná Bay,,,
Río Zaza,780051250,780051250,Río Zaza,21.60967,-79.53978,Cuba,,-79.64178,21.60967,-79.24944,22.29578,,,,
Crazy Slough,810284325,810486244,Yukon,66.53076,-146.41547,United States of America,810486244,-149.57188,66.53076,-144.10265,68.94499,,,261.0,
Upper Mouth,810296079,810486244,Yukon,66.57954,-145.44331,United States of America,810486244,-145.44331,65.45942,-136.04875,69.03066,,,263.0,
Upper Mouth Birch Creek,810299447,810486244,Yukon,66.54643,-146.21159,United States of America,810486244,-146.5624,65.10831,-143.82822,66.54643,,,262.0,
Fortymile,810311382,810486244,Yukon,64.42697,-140.52403,Canada,810486244,-143.75918,63.41719,-140.46081,64.76209,,,264.0,
Koyukuk,810319743,810486244,Yukon,64.8682,-157.69114,United States of America,810486244,-159.37743,64.72075,-148.91341,68.19121,,,258.0,
Tanana,810321400,810486244,Yukon,65.1612,-151.99689,United States of America,810486244,-152.72763,61.81474,-140.47592,65.65742,,,260.0,
Nowitna,810397018,810486244,Yukon,64.93587,-154.45232,United States of America,810486244,-155.96062,63.34008,-152.33346,64.93598,,,259.0,
White,810439163,810486244,Yukon,63.1903,-139.58272,Canada,810486244,-142.33998,60.56896,-136.79438,63.78197,,,266.0,
Stewart,810479474,810486244,Yukon,63.30841,-139.43061,Canada,810486244,-139.43061,62.95152,-130.00952,64.52586,,,265.0,
Yukon,810486244,810486244,Yukon,62.62197,-164.71095,United States of America,,-164.71095,58.96307,-129.27554,69.03066,,,256.0,
Pelly,810503033,810486244,Yukon,62.77797,-137.35339,Canada,810486244,-137.35339,61.35663,-129.27554,63.25486,,,267.0,
Paimiut Slough,810506465,810486244,Yukon,61.95619,-160.18865,United States of America,810486244,-160.18865,61.69174,-155.5192,64.21342,,,257.0,
Teslin,810526658,810486244,Yukon,61.57919,-134.90011,Canada,810486244,-134.91758,58.96862,-130.47791,61.64085,,,268.0,
Mackenzie River,820211113,820211113,Mackenzie River,69.25189,-134.19705,Canada,,-134.93404,52.1758,-102.90994,69.25189,,,93.0,https://en.wikipedia.org/wiki/Mackenzie_River
Arctic Red,820232746,820211113,Mackenzie River,67.45023,-133.75452,Canada,820211113,-133.96242,64.36179,-130.73252,67.45023,,,95.0,
Smoky River,820241626,820211113,Mackenzie River,56.18891,-117.33254,Canada,820357007,-120.79543,53.2238,-116.16844,56.18891,,,,https://en.wikipedia.org/wiki/Smoky_River
Blackwater,820257192,820211113,Mackenzie River,63.94079,-124.18244,Canada,820211113,-124.18244,63.07379,-121.57746,64.52279,,,102.0,
Willowlake,820257282,820211113,Mackenzie River,62.69723,-123.13905,Canada,820211113,-123.13905,62.05657,-118.49026,63.61623,,,103.0,
Mountian,820269162,820211113,Mackenzie River,65.69845,-128.80387,Canada,820211113,-130.97866,64.09223,-128.10451,65.7069,,,97.0,
Liard,820269441,820211113,Mackenzie River,61.86068,-121.31198,Canada,820211113,-131.7502,56.97157,-117.685,63.0329,,,106.0,
Redstone,820289426,820211113,Mackenzie River,64.2909,-124.53798,Canada,820211113,-127.90196,62.29123,-124.53798,64.2909,,,101.0,
Root,820294935,820211113,Mackenzie River,62.4379,-123.27764,Canada,820211113,-126.254,62.38901,-123.27764,63.3379,,,104.0,
North Nahanni River,820298980,820211113,Mackenzie River,62.25523,-123.33296,Canada,820211113,-126.30109,61.33846,-122.69446,62.59934,,,105.0,https://en.wikipedia.org/wiki/North_Nahanni_River
Slave River,820303080,820211113,Mackenzie River,61.31379,-113.60541,Canada,820211113,-127.44133,52.1758,-102.90994,61.31379,,,,https://en.wikipedia.org/wiki/Slave_River
Caracjou,820335022,820211113,Mackenzie River,65.6659,-128.75308,Canada,820211113,-129.01444,64.34979,-126.41275,65.6659,Ties in ealier than shown on layer,,98.0,
Keele,820352584,820211113,Mackenzie River,64.41734,-124.7796,Canada,820211113,-130.69139,62.96523,-124.77096,64.44767,,,100.0,
Peace River,820357007,820211113,Mackenzie River,59.00201,-111.41191,Canada,820303080,-127.44133,53.2238,-111.41191,59.64035,,,,https://en.wikipedia.org/wiki/Peace_River
Great Bear,820408993,820211113,Mackenzie River,64.89301,-125.60748,Canada,820211113,-126.71339,63.12501,-114.84107,67.90223,,,99.0,
